sku_identificador,idProductoDelCompetidor,idPregunta,Vendedor,estado,texto,fechaCreacion,respuesta
"RIN-090","MLM1928494545","13042392836","MR","ANSWERED","buenas tardes le keda a una grafito ft 150 2020","2024-04-29T18:32:32.902-04:00","Buen día, le es compatible si su rin es 17""
"RIN-090","MLM1928494545","13042335492","MR","ANSWERED","Le queda al modelo 150 ft grafito italika año 2023 ?","2024-04-29T17:32:23.418-04:00","Buen día, le es compatible si su rin es 17""
"RIN-090","MLM1928494545","13041834637","MR","ANSWERED","Es de tambor ?","2024-04-29T16:37:37.457-04:00","Buen dia, si, es de tambor."
"RIN-090","MLM1928494545","13042195482","MR","ANSWERED","Cuánto mide la Masa del rin? Ocupo el que lleva balatas chicas, mi pieza dice 111mm, este rin mide la mismo?","2024-04-29T15:13:16.371-04:00","Buen día, no cuento con ese dato, disculpe."
"RIN-090","MLM1928494545","13041006811","MR","ANSWERED","Le queda a una ft 115 2019 17 x 1.40","2024-04-28T18:57:27.906-04:00","Buen día, si le es compatible. Esperamos su compra, gracias!"
"RIN-090","MLM1928494545","13041525740","MR","ANSWERED","De qué material es la maza aluminio o acero?","2024-04-28T20:37:32.816-04:00","Buen dia, ses acero."
"RIN-090","MLM1928494545","13040496662","MR","ANSWERED","Los que pasa que tengo una ft125 2024 y viene con balata chica y quiero saber si es compatible con tambo de ft125 para hacer la compra","2024-04-27T09:03:02.757-04:00","Buen dia, si, es balata chica."
"RIN-090","MLM1928494545","13040495194","MR","ANSWERED","Hola bueno día le queda una ft125","2024-04-27T09:01:44.375-04:00","Buen día, le es compatible si su rin es 17""
"RIN-090","MLM1928494545","13036738926","MR","ANSWERED","Buenos días disculpe cual es la diferencia entre el rín 17 delantero y el rín 18 trasero de una moto italika ft150 grafito modelo 2019","2024-04-23T03:33:12.653-04:00","Buen dia, principalmente la medida de lato y ancho."
"RIN-090","MLM1928494545","13036031153","MR","ANSWERED","Hay que armar o ya viene armado ?","2024-04-22T19:02:38.581-04:00","Buen dia, se envia tal cual se ve en la imagen."
"RIN-090","MLM1928494545","13010561132","MR","ANSWERED","Los rayos son reforzados o sencillos","2024-03-22T10:26:03.168-04:00","Hola amigo son reforzados"
"RIN-090","MLM1928494545","13009802058","MR","ANSWERED","Por eso pregunto si le quedará , si la diferencia del 1.2 al 1.4 no afecta ???","2024-03-21T12:36:38.140-04:00","Hola amigo no le queda"
"RIN-090","MLM1928494545","13008970627","MR","ANSWERED","Buen día le quedara a una 110 mi Rin es 1.2x17 ????","2024-03-20T22:43:57.069-04:00","Hola amigo es de 1.4 x 17"
"RIN-090","MLM1928494545","12986094757","MR","ANSWERED","Disculpe le quedara a mi dt 150 clasica? Es nunero 18","2024-02-24T00:00:08.827-04:00","Hola amigo desconozco si le queda, puede hacer su compra y comprobar si le queda si no puede hacer su devolucion."
"RIN-090","MLM1928494545","12984184201","MR","ANSWERED","Este le queda a la ft115? O no tendrás para la mencionada?","2024-02-21T21:13:57.463-04:00","Hola amigo no le queda a su moto"
"RIN-090","MLM1928494545","12984681622","MR","ANSWERED","Viene listo para instalar?","2024-02-22T01:37:30.354-04:00","Hola amigo si"
"RIN-090","MLM1928494545","12984679968","MR","ANSWERED","Hay que ajustar los rayos?","2024-02-22T01:37:38.883-04:00","Hola amigo ya esta listo para montarse y usarse"
"RIN-090","MLM1928494545","12981251089","MR","ANSWERED","Le queda a 125?","2024-02-19T04:51:29.960-04:00","Hola amigo no le queda a su moto"
"RIN-090","MLM1928494545","12980445382","MR","ANSWERED","Buen día, es el mismo rin que trae ahora la ft 150 negra 2024?","2024-02-17T11:37:24.032-04:00","Hola amigo si le queda a su moto"
"RIN-090","MLM1928494545","12976267288","MR","ANSWERED","Es para una ft 150 grafito 2020, le queda?","2024-02-12T15:50:58.432-04:00","Hola amigo si le queda a su moto"
"RIN-013","MLM2179069068","13147687381","UNICORMOTO","ANSWERED","Le queda a una motoneta 150 axus vento ?","2024-08-31T19:12:36.097-04:00","Buen día, desconozco si es compatible con ese modelo en específico, pero puede hacer el intento de compra para ver si le queda. ¡Estoy para ayudarte en lo que necesites!"
"RIN-013","MLM2179069068","13139846733","UNICORMOTO","ANSWERED","Medida del rin","2024-08-22T02:58:05.659-04:00","Buen día, la medida del rin del producto es 10". Espero su compra, gracias!"
"RIN-013","MLM2179069068","13131053918","UNICORMOTO","ANSWERED","lo tendrás en color negro?","2024-08-10T23:43:37.103-04:00","Hola amigo no lo siento"
"RIN-013","MLM2179069068","13119521063","UNICORMOTO","ANSWERED","Es compatible con una motoneta ventó ruda?","2024-07-28T23:16:44.930-04:00","Hola amigo, no tengo el dato de que sea compatible con ese modelo, pero puedes hacer el intento de compra para ver si le queda. ¡Estoy a tu disposición para cualquier otra pregunta que tengas!"
"RIN-013","MLM2179069068","13116576445","UNICORMOTO","ANSWERED","Le queda a una Vgo125 Italika","2024-07-24T21:32:47.806-04:00","Hola amigo, no es compatible con una Vgo125 Italika. Si tienes alguna otra pregunta sobre el rin delantero para motoneta CS125 - City - XS125 - D125, ¡estoy a la orden para ayudarte!"
"RIN-013","MLM2179069068","13107041155","UNICORMOTO","ANSWERED","Compré el Rin trasero para vitalia 2017 y todo muy bien, quiero comprar el delantero, quisiera saber si es para frenado de disco ya que con esa imagen no se aprecia muy bien ?","2024-07-13T22:41:07.883-04:00","Buen día, el Rin delantero para la Vitalia 2017 es para freno de tambor, no es para freno de disco. Esperamos su compra, gracias!"
"RIN-013","MLM2179069068","13107182830","UNICORMOTO","ANSWERED","Le quedará a una x125?","2024-07-13T12:57:29.179-04:00","Buen día, no tengo el dato de que sea compatible con ese modelo, pero puede hacer el intento de compra para ver si le queda. ¡Estoy para ayudarte en lo que necesites!"
"RIN-013","MLM2179069068","13106616877","UNICORMOTO","ANSWERED","Hola le quedara a una bit 150","2024-07-13T11:16:53.008-04:00","Hola amigo, sí, este rin es compatible con la motoneta Bit 150. ¡Estoy a tu disposición para cualquier otra pregunta que tengas!"
"RIN-013","MLM2179069068","13106901192","UNICORMOTO","ANSWERED","Buenas noches le quedará a una axus 170?","2024-07-12T23:32:16.270-04:00","Hola amigo, no es compatible con una Axus 170. Si tienes alguna otra pregunta sobre el rin delantero para motoneta CS125 - City - XS125 - D125, ¡estoy a la orden para ayudarte!"
"RIN-013","MLM2179069068","13105416617","UNICORMOTO","ANSWERED","Buenas tardes amigo, ando buscando rin 10 delantero freno de disco, para vento spirit, te dra de casualidad la pieza??","2024-07-11T20:16:31.380-04:00","Lo siento, pero el rin delantero disponible es para motonetas Cs125, City, Xs125, D125. No tengo disponible el rin delantero con freno de disco para Vento Spirit."
"RIN-013","MLM2179069068","13105254060","UNICORMOTO","ANSWERED","Bdi disculpa este rin le puede quedar a una motoneta D125 año 2024","2024-07-11T09:12:46.174-04:00","Hola amigo, puede que le quede, le recomendaría hacer la compra para verificar la compatibilidad. ¡Estoy a la orden para cualquier otra pregunta que tengas sobre el rin delantero para motoneta CS125 - City - XS125 - D125!"
"RIN-013","MLM2179069068","13104557518","UNICORMOTO","ANSWERED","El rin ya trae la válvula","2024-07-10T13:38:17.434-04:00","BUEN DIA, NO TRAE VALVULA"
"RIN-013","MLM2179069068","13103113745","UNICORMOTO","ANSWERED","Buen día tienen color negro","2024-07-09T14:19:04.716-04:00","No se proporcionó información sobre la disponibilidad del producto en color negro. ¿Hay algo más en lo que pueda ayudarte?"
"RIN-013","MLM2179069068","13103089910","UNICORMOTO","ANSWERED","Si me podria mandar fotos de ambos lados del rin?","2024-07-08T21:49:41.616-04:00","Lo siento, pero no tengo la capacidad de enviar fotos. Sin embargo, estoy aquí para responder cualquier otra pregunta que tengas sobre el rin delantero para motoneta CS125 - City - XS125 - D125. ¡Estoy a la orden!"
"RIN-013","MLM2179069068","13103003654","UNICORMOTO","ANSWERED","Es compatible con la ds125 ?","2024-07-08T20:09:49.368-04:00","Hola amigo, sí, este rin es compatible con la motoneta D125. ¡Estoy a tu disposición para cualquier otra pregunta que tengas!"
"RIN-013","MLM2179069068","13102471952","UNICORMOTO","ANSWERED","Buen día para la d125 2021 en color negro?","2024-07-08T12:05:41.286-04:00","https://www.mercadolibre.com.mx/publicaciones/MLM1851019403/modificar/bomni?callback_url=https%3A%2F%2Fwww.mercadolibre.com.mx%2Fpublicaciones%2Flistado%3Ffilters%3DOMNI_ACTIVE%257COMNI_INACTIVE%257CCHANNEL_NO_PROXIMITY_AND_NO_MP_MERCHANTS%26page%3D1%26search%3DRIN-014%26sort%3DDEFAULT"
"RIN-013","MLM2179069068","13101122735","UNICORMOTO","ANSWERED","para la motoneta d125 2021 (la motoneta blanca con verde agua)","2024-07-07T11:26:40.358-04:00","Buen día, no tengo el dato del precio ni del tiempo de entrega de la motoneta D125 2021 en color blanco con verde agua. Puede verificar esa información en la página del producto. ¡Estoy a la orden para cualquier otra consulta!"
"RIN-013","MLM2179069068","13094110933","UNICORMOTO","ANSWERED","Es de tambor?","2024-06-29T00:15:27.949-04:00","Buen día, el producto es de tambor. ¡Estoy a la orden para cualquier otra pregunta que tengas!"
"RIN-013","MLM2179069068","13092420804","UNICORMOTO","ANSWERED","Buenas tardes,Le queda a la D125 2020 Gracias","2024-06-26T16:06:33.167-04:00","Hola amigo, sí, este rin es compatible con la motoneta D125 del año 2020. ¡Estoy a tu disposición para cualquier otra pregunta que tengas!"
"RIN-013","MLM2179069068","13089179966","UNICORMOTO","ANSWERED","Le queda a una Ruda de Vento 150!?","2024-06-22T23:47:28.114-04:00","Hola amigo, no tengo el dato de que sea compatible con ese modelo, pero puedes hacer el intento de compra para ver si le queda. ¡Estoy a tu disposición para cualquier otra pregunta que tengas!"
"RIN-013","MLM2179069068","13082637176","UNICORMOTO","ANSWERED","Hola, si nos recomienda para la motoneta d125 año 2022","2024-06-14T21:24:37.254-04:00","Buen día, no tengo el dato de que sea compatible con ese año, pero puede hacer el intento de compra para ver si le queda."
"RIN-013","MLM2179069068","13080991505","UNICORMOTO","ANSWERED","Hola! Le queda A una llanta 3.00-10 ? Saludos te","2024-06-13T15:29:26.839-04:00","La llanta que le queda es la 3.50-10 amigo"
"RIN-013","MLM2179069068","13072262995","UNICORMOTO","ANSWERED","Le queda para motoneta Italika d150 2023","2024-06-04T10:03:27.734-04:00","Buen día, no tengo el dato de que sea compatible con ese modelo, pero puede hacer el intento de compra para ver si le queda."
"RIN-013","MLM2179069068","13069511151","UNICORMOTO","ANSWERED","Tendrá el aro trasero para motdelo xs 125 sin lo de el centro","2024-05-31T18:48:16.700-04:00","Ben dia, solo asi amigo."
"RIN-013","MLM2179069068","13068390092","UNICORMOTO","ANSWERED","Es para motoneta d125","2024-05-29T20:53:40.116-04:00","Buen día, si le es compatible. Esperamos su compra, gracias!"
"RIN-013","MLM2179069068","13067301507","UNICORMOTO","ANSWERED","Le queda la llanta 3.50x10?","2024-05-29T09:59:58.323-04:00","Buen día, si le es compatible. Esperamos su compra, gracias!"
"RIN-013","MLM2179069068","13037115503","UNICORMOTO","ANSWERED","Es rin 10","2024-04-23T20:58:57.744-04:00","Buen dia, si, es rin 10""
"RIN-013","MLM2179069068","13035014147","UNICORMOTO","ANSWERED","Hola la necesito para una D125 LT , viene con los baleros incluidos?","2024-04-21T18:12:28.206-04:00","Buen día, no tengo el dato de que sea compatible con ese modelo, pero puede hacer el intento de compra para ver si le queda, si incluye los baleros."
"RIN-013","MLM2179069068","13035439494","UNICORMOTO","ANSWERED","Me serviria wñ modelo q busco es EX125CT","2024-04-21T17:33:36.663-04:00","Buen día, le es compatible si su rin es 10""
"RIN-013","MLM2179069068","13034353726","UNICORMOTO","ANSWERED","Trae para freno de disco como el rin vitalia 150 2018?","2024-04-19T20:42:44.241-04:00","Buen dia, es freno de tambor."
"RIN-013","MLM2179069068","13028199773","UNICORMOTO","ANSWERED","Buen día le es compatible para una d125 2023","2024-04-13T13:56:58.633-04:00","Buen día, si le es compatible. Esperamos su compra, gracias!"
"RIN-013","MLM2179069068","13027925773","UNICORMOTO","ANSWERED","Hola, Vitalia 125 cc le queda?","2024-04-13T06:37:48.591-04:00","Buen día, le es compatible si su rin es 10""
"RIN-013","MLM2179069068","13027925891","UNICORMOTO","ANSWERED","Tienes trasero para Vitalia 125 cc?","2024-04-13T06:38:32.700-04:00","Buen día, por el momento no contamos con esa pieza en stock."
"RIN-013","MLM2179069068","13025690290","UNICORMOTO","ANSWERED","Hola le queda a una d125 2024?","2024-04-10T09:15:42.469-04:00","Buen día, le es compatible si su rin es 10""
"RIN-013","MLM2179069068","12992460000","UNICORMOTO","ANSWERED","Para una carabela nato 125","2024-03-01T19:05:19.864-04:00","Hola amigo no le queda a su moto"
"RIN-013","MLM2179069068","12992392306","UNICORMOTO","ANSWERED","Buenas tardes, cual es la medida de donde entran las balatas, saludos","2024-03-01T17:33:53.821-04:00","para que moto lo necesita ?"
"RIN-013","MLM2179069068","12990635596","UNICORMOTO","ANSWERED","Buenas tardes , tengo una D150 . Le sirve tu Rin? Busco uno con frenos de tambor.","2024-02-28T19:32:53.063-04:00","Hola amigo si le queda a su moto"
"RIN-013","MLM2179069068","12989923367","UNICORMOTO","ANSWERED","Hola quiero hacer la compra pero lo tienes en color rojo?","2024-02-28T13:53:48.670-04:00","Hola amigo por el momento no cuento con ello"
"RIN-013","MLM2179069068","12988373794","UNICORMOTO","ANSWERED","buenas tardes, es de aluminio el Rin?","2024-02-26T15:43:28.314-04:00","Hola amigo si"
"RIN-013","MLM2179069068","12987958385","UNICORMOTO","ANSWERED","Buenas tardes, le quedara a una motobici honeywhale modelo KC ? La llanta es 80/90/10","2024-02-26T15:07:35.217-04:00","Hola amigo desconozco si le queda, puede hacer su compra y comprobar si le queda si no puede hacer su devolucion."
"RIN-013","MLM2179069068","12986754831","UNICORMOTO","ANSWERED","Le queda la llanta 3.50-10","2024-02-24T23:52:13.841-04:00","Hola amigo si le queda a su moto"
"RIN-013","MLM2179069068","12985006889","UNICORMOTO","ANSWERED","Le queda la llanta de medida 3.00?","2024-02-22T18:24:59.890-04:00","Hola amigo si le queda a su moto"
"RIN-013","MLM2179069068","12984130203","UNICORMOTO","ANSWERED","Para ajustar 170 de vento ?","2024-02-21T20:09:30.616-04:00","Hola amigo desconozco si le queda, puede hacer su compra y comprobar si le queda si no puede hacer su devolucion."
"RIN-013","MLM2179069068","12982582018","UNICORMOTO","ANSWERED","Le queda a motoneta x125 modelo 2021","2024-02-19T22:17:04.043-04:00","Hola amigo si le queda a su moto"
"RIN-013","MLM2179069068","12976069477","UNICORMOTO","ANSWERED","Le queda a la motoneta d150 2022 la azulita","2024-02-12T19:29:25.892-04:00","Hola amigo no le queda a su moto"
"RIN-013","MLM2179069068","12974597474","UNICORMOTO","ANSWERED","Hola buenas tardes si seria compatible con la motoneta Italika D125 2022 (aqua con azul)","2024-02-09T23:10:46.213-04:00","Hola amigo si le queda a su moto"
"RIN-013","MLM1810475788","13124180398","VAZQUEZ","ANSWERED","Sabes si es compatible con la D150","2024-08-02T15:17:05.114-04:00","si"
"RIN-013","MLM1810475788","13103640958","VAZQUEZ","ANSWERED","Es compatible con d125 ,2024??","2024-07-09T14:51:10.523-04:00","SI"
"RIN-013","MLM1810475788","13091918125","VAZQUEZ","ANSWERED","Le queda a la D125, 2020? Gracias","2024-06-26T15:50:43.494-04:00","si es rin 10 si amigo"
"RIN-013","MLM1548114673","13138274960","MOTOM","ANSWERED","Le queda a una kurazai 125 automática","2024-08-19T20:13:58.026-04:00","Hola, buenas tardes, me atiende Arturo. Verificando en mi catálogo de piezas, el producto seleccionado de la publicación no es compatible con una Kurazai 125 automática. Si tiene alguna otra pregunta, con gusto le ayudaré. ¡Saludos!"
"RIN-013","MLM1548114673","13132000553","MOTOM","ANSWERED","Y si es 2.75*10","2024-08-12T20:43:32.097-04:00","Entonces no caballero, porque si es algo de diferencia. una disculpa verificando mis existencias de momento no cuento con alguno compatible cualquier duda quedo a la orden saludos"
"RIN-013","MLM1548114673","13131882881","MOTOM","ANSWERED","10”","2024-08-12T18:40:24.758-04:00","Si es 2.15 x 10 si es compatible para su unidad, caballero quedo atenta saludos."
"RIN-013","MLM1548114673","13132366188","MOTOM","ANSWERED","Será compatible para motoneta ventó ruda 150?","2024-08-12T18:05:06.424-04:00","Hola buenas tardes le atiende Dalia, me podría indicar la medida de su rin de favor, quedo al pendiente, saludos."
"RIN-013","MLM1548114673","13107349129","MOTOM","ANSWERED","Hola, buenas tardes. Disculpa tendrás Rin trasero para la motoneta Italika Xs 125 2019?","2024-07-14T14:49:45.932-04:00","Hola, buenas tardes, le atiende Paul, por el momento solo este modelo me indica que es compatible con su unidad pero de los años 2010 al 2018, aun asi le dejo la medida del rin para que usted pueda compararlo 2.5X 10"
"RIN-013","MLM1548114673","13080707446","MOTOM","ANSWERED","Le queda a la Italika xs125 cc 2012? No manejas la batería para la misma motoneta?","2024-06-12T18:57:32.908-04:00","Hola buenas tardes le atiende Dalia, si es compatible para su unidad y adjunto la bateria para la misma, saludos https://articulo.mercadolibre.com.mx/MLM-951621913-bateria-de-gel-250zcs125d125dm150ds125gts-175vitalia-_JM"
"RIN-013","MLM1548114673","13079504572","MOTOM","ANSWERED","Hola buen día me sirve para d125 2024","2024-06-11T15:51:01.688-04:00","Hola buenas tardes para el año 2024 de momento no puedo indicarle compatibilidad, una disculpa cualquier otra duda quedo a la orden saludos"
"RIN-013","MLM1548114673","13060484976","MOTOM","ANSWERED","Hola me sirve para d150 2022 ?","2024-05-20T21:33:34.901-04:00","Hola buen día le atiende Dalia, verificando en mi catálogo de piezas el producto seleccionado dela publicación no es compatible con su unidad. Cualquier duda o comentario quedo a sus órdenes."
"RIN-013","MLM1548114673","13058032466","MOTOM","ANSWERED","Hola buenas tardes, sabrás si el Rin le queda a una Italika d125 lt es 2023 saludos","2024-05-17T18:44:12.687-04:00","Hola buen día le atiende Dalia, verificando en mi catálogo de piezas el producto seleccionado de publicación si es compatible con su unidad. Cualquier duda o comentario quedo a sus órdenes."
"RIN-013","MLM1548114673","13019798859","MOTOM","ANSWERED","Le queda a la ds150g?","2024-04-03T19:46:31.250-04:00","Hola buen día, le atiende Arturo sería tan amable de indicarme el año de su unidad por favor, para verificar compatibilidades y existencias. Cualquier duda o comentario quedo a sus órdenes."
"RIN-013","MLM1548114673","13018523393","MOTOM","ANSWERED","Le queda a una d125 2023","2024-04-02T14:45:09.861-04:00","Hola buenas tardes le atiende Paul, verificando en mi catálogo de piezas el producto seleccionado de publicación si es compatible con su unidad, de igual forma cualquier duda o comentario quedo a sus órdenes."
"RIN-013","MLM1548114673","12990528498","MOTOM","ANSWERED","BUENAS TARDES... DISCULPA LE QUEDA UNA MOTONETA DS150LT","2024-02-28T17:33:22.098-04:00","Hola, buenas tardes, me podria indicar el año de su unidad para confirmar compatibilidad."
"RIN-013","MLM1548114673","12984258237","MOTOM","ANSWERED","Muchas gracias.","2024-02-21T23:02:08.257-04:00","Claro, cualquier duda quedo al pendiente."
"RIN-013","MLM1548114673","12983997715","MOTOM","ANSWERED","En algún momento manejarán esa pieza? Pasa que se me está complicando conseguirla, no se por que. No se, si esta descontinuado.","2024-02-21T17:42:50.226-04:00","De vista se podria decir que si es compatible, le comparto el código del producto de Italika F15030260 en todo caso si gusta adquirir el producto y en caso de no ser compatible podrá hacer la devolución sin problema."
"RIN-013","MLM1548114673","12984368166","MOTOM","ANSWERED","Entiendo muchas gracias.","2024-02-21T17:39:33.586-04:00","Claro, cualquier duda quedo al pendiente."
"RIN-013","MLM1548114673","12984157610","MOTOM","ANSWERED","Es año 2020","2024-02-21T14:17:34.813-04:00","Verificando en mi catálogo de piezas y existencias por el momento no cuento con la pieza que solicita para su unidad, una disculpa, de igual forma cualquier duda o comentario quedo a sus órdenes."
"RIN-013","MLM1548114673","12983659310","MOTOM","ANSWERED","HOLA BUENAS NOCHES, MANEJAN EL RIN DELANTERO DE LA MOTONETA ITALIKA # 13 DS 150???","2024-02-21T00:29:18.182-04:00","Hola, buen dia, le atiende Paul, me podria indicar el año de su unidad."
"RIN-013","MLM1548114673","12969927889","MOTOM","ANSWERED","Hola le queda a una Honda navi 110?","2024-02-05T15:47:43.226-04:00","Hola buenas tardes, verificando en mi catálogo de piezas y existencias el producto seleccionado de publicación no es compatible con su unidad y por el momento no cuento con la existencia de la pieza que solicita, una disculpa. Cualquier duda o comentario quedo a sus órdenes."
"RIN-013","MLM1862367509","13142299800","MR","ANSWERED","Buen día, de que material es ?","2024-08-24T12:29:37.932-04:00","Está hecho de aluminio. ¡Estoy a tus órdenes para cualquier otra pregunta que tengas!"
"RIN-013","MLM1862367509","13120233843","MR","ANSWERED","Le queda a una Italika d125 2023, medida del rin 2.15-10, llanta 3.5-10","2024-07-29T18:16:02.586-04:00","Buen día, sí, es compatible con la motoneta D125 2023 con rin 2.15-10 y llanta 3.5-10. ¡Esperamos su compra, gracias!"
"RIN-013","MLM1862367509","13117796163","MR","ANSWERED","Es compatible con una vgo 125","2024-07-26T10:51:53.126-04:00","Hola día ; si es compatible."
"RIN-013","MLM1862367509","13115893562","MR","ANSWERED","Le quedará a una motoneta d125 lt...2023…?","2024-07-23T17:26:13.866-04:00","Buen día, sí, es compatible con la motoneta D125 LT. Esperamos su compra, gracias!"
"RIN-013","MLM1862367509","13113911464","MR","ANSWERED","Le queda a una 125 D 2023","2024-07-21T16:55:43.880-04:00","HOLA BUEN DIA, SI ES COMPATIBLE."
"RIN-013","MLM1862367509","13063856794","MR","ANSWERED","Disculpe a la Motoneta D150 año 2024 le quedará?","2024-05-24T12:23:16.693-04:00","Buen dia, no amigo, la Ds 150 2024, usa rin 13""
"RIN-013","MLM1862367509","13063335323","MR","ANSWERED","Buen día disculpe le queda a la D50 2024","2024-05-24T11:29:11.084-04:00","Buen dia, no le queda a la Ds150 2024, esa es rin 13""
"RIN-013","MLM1862367509","13062331033","MR","ANSWERED","Para la ds150G rin 13","2024-05-23T10:20:00.024-04:00","Buen dia, no amigo este es rin 10""
"RIN-013","MLM1862367509","13061056397","MR","ANSWERED","Buenas noches le queda aún bit 150","2024-05-21T22:21:56.600-04:00","Buen día, no le es compartible amigo."
"RIN-013","MLM1862367509","13058124899","MR","ANSWERED","Buen día, quisiera saber si esté Rin me queda a mi Italika D125 lt es la que tiene canastilla enfrente saludos","2024-05-18T15:18:03.346-04:00","Buen día, si le es compatible. Esperamos su compra, gracias!"
"RIN-013","MLM1862367509","13057580043","MR","ANSWERED","Hay diferencias entre D 125 y DS 125? Mi moto es DS 125 y necesito el rin delantero gracias","2024-05-17T18:55:22.057-04:00","Buen dia si le queda a su Ds125, es rin 10" de tambor."
"RIN-013","MLM1862367509","13055231435","MR","ANSWERED","Ok gracias espero no tener que regresarlo por falsas características!!","2024-05-15T12:16:38.190-04:00","Excelente dia, esperamos su compra!"
"RIN-013","MLM1862367509","13054819291","MR","ANSWERED","Hola... En las características dice que es de aluminio es verdad?","2024-05-14T23:16:11.834-04:00","Buen dia, si, es de aluminio."
"RIN-013","MLM1862367509","13047539767","MR","ANSWERED","buenas tardes tendra el mismo rin pero para el modelo DS150G rodada 13?","2024-05-06T16:09:24.331-04:00","Buen dia, seria este amigo: https://articulo.mercadolibre.com.mx/MLM-1482311767-rin-aluminio-motoneta-italika-gs-150-gts-gsc-150-315x13-_JM"
"RIN-013","MLM1862367509","13029697577","MR","ANSWERED","Si es para frenado de tambor verdad?","2024-04-15T13:49:10.743-04:00","Buen dia, si, es para porta balatas"
"RIN-013","MLM1862367509","13029218769","MR","ANSWERED","Buenas noches le queda a una xw150 año 2021","2024-04-15T00:37:29.150-04:00","Buen día, le es compatible si su rin es 10""
"RIN-013","MLM1862367509","13024904650","MR","ANSWERED","Buen día es compatible con motoneta d150 2022","2024-04-09T12:27:10.985-04:00","Buen dia, no tengo el dato de que sea compatible con ese año, pero puede hacer el intento de compra para ver si le queda."
"RIN-013","MLM1862367509","13022927628","MR","ANSWERED","Buen día será compatible con vento axus 150cc 2023?","2024-04-07T08:53:14.834-04:00","Buen dia le es compatible si su rin es 10""
"RIN-013","MLM1862367509","13002754149","MR","ANSWERED","El rin incluye porta balatas ?","2024-03-13T19:45:12.540-04:00","Hola amigo es el puro portaba lata"
"RIN-013","MLM1862367509","12986378444","MR","ANSWERED","Y tendrá igual el rin trasero","2024-02-23T20:49:28.272-04:00","Hola amigo le comparto lo que necesita https://articulo.mercadolibre.com.mx/MLM-1410837509-rin-trasero-negro-reforzado-italika-cs125-ds125-dsg125-215-_JM Esperamos su compra"
"RIN-013","MLM1862367509","12986374438","MR","ANSWERED","Buenas tardes es compatible con la motoneta d125 Italika modelo 2017???","2024-02-23T20:46:08.729-04:00","Hola amigo si le queda a su moto"
"RIN-013","MLM1862367509","12980421971","MR","ANSWERED","Sera compatible con ITALIKA d 125 lt?","2024-02-17T19:53:05.423-04:00","Hola amigo si le queda a su moto"
"RIN-013","MLM1862367509","12978162356","MR","ANSWERED","Me interesa es compatible con una D150 mod 2022 de las negro con azul","2024-02-14T19:31:32.268-04:00","Hola amigo no le queda a su moto"
"RIN-013","MLM1862367509","12972521952","MR","ANSWERED","Es compatible con la D150 2020?","2024-02-07T17:59:54.429-04:00","Hola amigo no le queda a su moto"
"RIN-105","MLM1482447944","13141878802","MR","ANSWERED","Tendrá también el Rin trasero de la dm 150 roja?","2024-08-23T18:26:04.550-04:00","LO SIENTO POR EL MOMENTO SOLO RIN DELANTERO"
"RIN-105","MLM1482447944","13136568932","MR","ANSWERED","Buenas tardes, cuál es el peso del rin?","2024-08-17T14:00:32.820-04:00","El peso del rin es de 4180 g. ¡Estoy a tu disposición para cualquier otra pregunta que tengas!"
"RIN-105","MLM1482447944","13129937413","MR","ANSWERED","Buenas noches, lo tendrás en cromado? Gracias","2024-08-09T23:40:29.003-04:00","Lo siento, el producto Rin Delantero Rayos 1.85 X 19 Rojo Dm150 solo está disponible en color rojo. ¿Hay algo más en lo que pueda ayudarte?"
"RIN-105","MLM1482447944","13129483910","MR","ANSWERED","Le quedará a honda xr150?","2024-08-08T19:15:40.501-04:00","Hola, buen día. No tengo el dato de que sea compatible con la Honda XR150, pero puede hacer el intento de compra para ver si le queda. ¡Esperamos su compra, gracias!"
"RIN-105","MLM1482447944","13123630458","MR","ANSWERED","Que rodada es el rin?","2024-08-01T21:38:05.558-04:00","19 AMIGO"
"RIN-105","MLM1482447944","13123506940","MR","ANSWERED","No tienes el negro para la dm150 azul","2024-08-01T18:58:18.907-04:00","Lo siento, actualmente solo tenemos disponible el color rojo para el modelo Rin Delantero Rayos 1.85 X 19 DM150. ¿Puedo ayudarte con algo más?"
"RIN-105","MLM1482447944","13122152557","MR","ANSWERED","Le queda a una dm150 azul/gris 2024 llanta 90/90-r19","2024-07-31T20:04:29.690-04:00","HOLA BUEN DIA, NO CUENTO CON ESE DATO EXACTO"
"RIN-105","MLM1482447944","13121564242","MR","ANSWERED","Buen día le quedara a una dm 150 modelo 2012?","2024-07-30T16:18:17.728-04:00","HOLA BUEN DIA, SI ES COMPATIBLE."
"RIN-105","MLM1482447944","13120036875","MR","ANSWERED","Buenas es compatible para la dm150 2024","2024-07-29T14:51:27.114-04:00","Hola, buen día. No tengo el dato de que sea compatible con ese año, pero puede hacer el intento de compra para ver si le queda. ¡Esperamos su compra, gracias!"
"RIN-105","MLM1482447944","13118319000","MR","ANSWERED","Es compatible con Dm 150 roja 2014 ?","2024-07-26T11:02:57.946-04:00","Buen día, no tengo el dato de que sea compatible con ese año, pero puede hacer el intento de compra para ver si le queda. ¡Esperamos su compra, gracias!"
